date,county,state,fips,cases,deaths
3/3/2020,Wake,North Carolina,37183,1,0
3/4/2020,Wake,North Carolina,37183,1,0
3/5/2020,Wake,North Carolina,37183,1,0
3/6/2020,Chatham,North Carolina,37037,1,0
3/6/2020,Wake,North Carolina,37183,1,0
3/7/2020,Chatham,North Carolina,37037,1,0
3/7/2020,Wake,North Carolina,37183,1,0
3/8/2020,Chatham,North Carolina,37037,1,0
3/8/2020,Wake,North Carolina,37183,1,0
3/9/2020,Chatham,North Carolina,37037,1,0
3/9/2020,Wake,North Carolina,37183,6,0
3/10/2020,Chatham,North Carolina,37037,1,0
3/10/2020,Wake,North Carolina,37183,6,0
3/11/2020,Chatham,North Carolina,37037,1,0
3/11/2020,Wake,North Carolina,37183,7,0
3/12/2020,Cabarrus,North Carolina,37025,1,0
3/12/2020,Chatham,North Carolina,37037,1,0
3/12/2020,Forsyth,North Carolina,37067,2,0
3/12/2020,Johnston,North Carolina,37101,1,0
3/12/2020,Mecklenburg,North Carolina,37119,2,0
3/12/2020,Onslow,North Carolina,37133,1,0
3/12/2020,Wake,North Carolina,37183,8,0
3/13/2020,Cabarrus,North Carolina,37025,1,0
3/13/2020,Chatham,North Carolina,37037,1,0
3/13/2020,Forsyth,North Carolina,37067,2,0
3/13/2020,Johnston,North Carolina,37101,1,0
3/13/2020,Mecklenburg,North Carolina,37119,2,0
3/13/2020,Onslow,North Carolina,37133,1,0
3/13/2020,Wake,North Carolina,37183,9,0
3/13/2020,Wayne,North Carolina,37191,1,0
3/14/2020,Brunswick,North Carolina,37019,1,0
3/14/2020,Cabarrus,North Carolina,37025,1,0
3/14/2020,Chatham,North Carolina,37037,1,0
3/14/2020,Craven,North Carolina,37049,1,0
3/14/2020,Forsyth,North Carolina,37067,2,0
3/14/2020,Harnett,North Carolina,37085,2,0
3/14/2020,Johnston,North Carolina,37101,2,0
3/14/2020,Mecklenburg,North Carolina,37119,2,0
3/14/2020,Onslow,North Carolina,37133,1,0
3/14/2020,Wake,North Carolina,37183,11,0
3/14/2020,Wayne,North Carolina,37191,1,0
3/15/2020,Brunswick,North Carolina,37019,1,0
3/15/2020,Cabarrus,North Carolina,37025,1,0
3/15/2020,Chatham,North Carolina,37037,1,0
3/15/2020,Craven,North Carolina,37049,1,0
3/15/2020,Forsyth,North Carolina,37067,2,0
3/15/2020,Harnett,North Carolina,37085,2,0
3/15/2020,Johnston,North Carolina,37101,2,0
3/15/2020,Mecklenburg,North Carolina,37119,4,0
3/15/2020,Onslow,North Carolina,37133,1,0
3/15/2020,Wake,North Carolina,37183,14,0
3/15/2020,Watauga,North Carolina,37189,1,0
3/15/2020,Wayne,North Carolina,37191,1,0
3/15/2020,Wilson,North Carolina,37195,1,0
3/16/2020,Brunswick,North Carolina,37019,1,0
3/16/2020,Cabarrus,North Carolina,37025,1,0
3/16/2020,Chatham,North Carolina,37037,1,0
3/16/2020,Craven,North Carolina,37049,1,0
3/16/2020,Durham,North Carolina,37063,1,0
3/16/2020,Forsyth,North Carolina,37067,2,0
3/16/2020,Harnett,North Carolina,37085,2,0
3/16/2020,Johnston,North Carolina,37101,2,0
3/16/2020,Mecklenburg,North Carolina,37119,4,0
3/16/2020,Onslow,North Carolina,37133,1,0
3/16/2020,Wake,North Carolina,37183,15,0
3/16/2020,Watauga,North Carolina,37189,1,0
3/16/2020,Wayne,North Carolina,37191,1,0
3/16/2020,Wilson,North Carolina,37195,1,0
3/17/2020,Brunswick,North Carolina,37019,1,0
3/17/2020,Cabarrus,North Carolina,37025,1,0
3/17/2020,Chatham,North Carolina,37037,1,0
3/17/2020,Craven,North Carolina,37049,1,0
3/17/2020,Durham,North Carolina,37063,1,0
3/17/2020,Forsyth,North Carolina,37067,2,0
3/17/2020,Harnett,North Carolina,37085,3,0
3/17/2020,Iredell,North Carolina,37097,1,0
3/17/2020,Johnston,North Carolina,37101,2,0
3/17/2020,Mecklenburg,North Carolina,37119,7,0
3/17/2020,Onslow,North Carolina,37133,1,0
3/17/2020,Sampson,North Carolina,37163,1,0
3/17/2020,Wake,North Carolina,37183,17,0
3/17/2020,Watauga,North Carolina,37189,1,0
3/17/2020,Wayne,North Carolina,37191,1,0
3/17/2020,Wilson,North Carolina,37195,1,0
3/18/2020,Brunswick,North Carolina,37019,1,0
3/18/2020,Cabarrus,North Carolina,37025,1,0
3/18/2020,Chatham,North Carolina,37037,3,0
3/18/2020,Craven,North Carolina,37049,1,0
3/18/2020,Durham,North Carolina,37063,12,0
3/18/2020,Forsyth,North Carolina,37067,2,0
3/18/2020,Gaston,North Carolina,37071,1,0
3/18/2020,Guilford,North Carolina,37081,1,0
3/18/2020,Harnett,North Carolina,37085,4,0
3/18/2020,Hoke,North Carolina,37093,1,0
3/18/2020,Iredell,North Carolina,37097,1,0
3/18/2020,Johnston,North Carolina,37101,2,0
3/18/2020,Lincoln,North Carolina,37109,1,0
3/18/2020,Mecklenburg,North Carolina,37119,11,0
3/18/2020,Moore,North Carolina,37125,1,0
3/18/2020,New Hanover,North Carolina,37129,1,0
3/18/2020,Onslow,North Carolina,37133,1,0
3/18/2020,Sampson,North Carolina,37163,1,0
3/18/2020,Wake,North Carolina,37183,17,0
3/18/2020,Watauga,North Carolina,37189,1,0
3/18/2020,Wayne,North Carolina,37191,1,0
3/18/2020,Wilson,North Carolina,37195,1,0
3/19/2020,Brunswick,North Carolina,37019,2,0
3/19/2020,Cabarrus,North Carolina,37025,1,0
3/19/2020,Chatham,North Carolina,37037,3,0
3/19/2020,Craven,North Carolina,37049,1,0
3/19/2020,Durham,North Carolina,37063,32,0
3/19/2020,Forsyth,North Carolina,37067,2,0
3/19/2020,Gaston,North Carolina,37071,1,0
3/19/2020,Guilford,North Carolina,37081,2,0
3/19/2020,Harnett,North Carolina,37085,6,0
3/19/2020,Hoke,North Carolina,37093,1,0
3/19/2020,Iredell,North Carolina,37097,2,0
3/19/2020,Johnston,North Carolina,37101,2,0
3/19/2020,Lincoln,North Carolina,37109,1,0
3/19/2020,Mecklenburg,North Carolina,37119,13,0
3/19/2020,Moore,North Carolina,37125,2,0
3/19/2020,New Hanover,North Carolina,37129,1,0
3/19/2020,Onslow,North Carolina,37133,1,0
3/19/2020,Sampson,North Carolina,37163,1,0
3/19/2020,Wake,North Carolina,37183,25,0
3/19/2020,Watauga,North Carolina,37189,2,0
3/19/2020,Wayne,North Carolina,37191,1,0
3/19/2020,Wilson,North Carolina,37195,2,0
3/20/2020,Brunswick,North Carolina,37019,4,0
3/20/2020,Cabarrus,North Carolina,37025,2,0
3/20/2020,Carteret,North Carolina,37031,1,0
3/20/2020,Chatham,North Carolina,37037,3,0
3/20/2020,Craven,North Carolina,37049,2,0
3/20/2020,Davidson,North Carolina,37057,1,0
3/20/2020,Durham,North Carolina,37063,33,0
3/20/2020,Forsyth,North Carolina,37067,7,0
3/20/2020,Franklin,North Carolina,37069,4,0
3/20/2020,Gaston,North Carolina,37071,1,0
3/20/2020,Guilford,North Carolina,37081,4,0
3/20/2020,Harnett,North Carolina,37085,6,0
3/20/2020,Hoke,North Carolina,37093,1,0
3/20/2020,Iredell,North Carolina,37097,2,0
3/20/2020,Johnston,North Carolina,37101,2,0
3/20/2020,Lincoln,North Carolina,37109,1,0
3/20/2020,Mecklenburg,North Carolina,37119,28,0
3/20/2020,Moore,North Carolina,37125,2,0
3/20/2020,New Hanover,North Carolina,37129,1,0
3/20/2020,Onslow,North Carolina,37133,1,0
3/20/2020,Orange,North Carolina,37135,3,0
3/20/2020,Pasquotank,North Carolina,37139,1,0
3/20/2020,Pitt,North Carolina,37147,1,0
3/20/2020,Rowan,North Carolina,37159,1,0
3/20/2020,Sampson,North Carolina,37163,1,0
3/20/2020,Stanly,North Carolina,37167,1,0
3/20/2020,Wake,North Carolina,37183,25,0
3/20/2020,Watauga,North Carolina,37189,2,0
3/20/2020,Wayne,North Carolina,37191,1,0
3/20/2020,Wilson,North Carolina,37195,2,0
3/21/2020,Brunswick,North Carolina,37019,4,0
3/21/2020,Buncombe,North Carolina,37021,1,0
3/21/2020,Cabarrus,North Carolina,37025,2,0
3/21/2020,Carteret,North Carolina,37031,1,0
3/21/2020,Catawba,North Carolina,37035,1,0
3/21/2020,Chatham,North Carolina,37037,3,0
3/21/2020,Craven,North Carolina,37049,2,0
3/21/2020,Davidson,North Carolina,37057,1,0
3/21/2020,Durham,North Carolina,37063,33,0
3/21/2020,Forsyth,North Carolina,37067,8,0
3/21/2020,Franklin,North Carolina,37069,4,0
3/21/2020,Gaston,North Carolina,37071,1,0
3/21/2020,Guilford,North Carolina,37081,4,0
3/21/2020,Harnett,North Carolina,37085,6,0
3/21/2020,Hoke,North Carolina,37093,1,0
3/21/2020,Iredell,North Carolina,37097,2,0
3/21/2020,Johnston,North Carolina,37101,2,0
3/21/2020,Lincoln,North Carolina,37109,1,0
3/21/2020,Mecklenburg,North Carolina,37119,41,0
3/21/2020,Moore,North Carolina,37125,2,0
3/21/2020,New Hanover,North Carolina,37129,1,0
3/21/2020,Onslow,North Carolina,37133,1,0
3/21/2020,Orange,North Carolina,37135,3,0
3/21/2020,Pasquotank,North Carolina,37139,1,0
3/21/2020,Pitt,North Carolina,37147,1,0
3/21/2020,Rowan,North Carolina,37159,1,0
3/21/2020,Sampson,North Carolina,37163,1,0
3/21/2020,Stanly,North Carolina,37167,1,0
3/21/2020,Wake,North Carolina,37183,49,0
3/21/2020,Watauga,North Carolina,37189,2,0
3/21/2020,Wayne,North Carolina,37191,1,0
3/21/2020,Wilson,North Carolina,37195,2,0
3/22/2020,Brunswick,North Carolina,37019,5,0
3/22/2020,Buncombe,North Carolina,37021,1,0
3/22/2020,Cabarrus,North Carolina,37025,4,0
3/22/2020,Carteret,North Carolina,37031,2,0
3/22/2020,Catawba,North Carolina,37035,1,0
3/22/2020,Chatham,North Carolina,37037,3,0
3/22/2020,Cherokee,North Carolina,37039,4,0
3/22/2020,Craven,North Carolina,37049,2,0
3/22/2020,Cumberland,North Carolina,37051,2,0
3/22/2020,Davidson,North Carolina,37057,1,0
3/22/2020,Davie,North Carolina,37059,1,0
3/22/2020,Durham,North Carolina,37063,40,0
3/22/2020,Forsyth,North Carolina,37067,12,0
3/22/2020,Franklin,North Carolina,37069,4,0
3/22/2020,Gaston,North Carolina,37071,3,0
3/22/2020,Granville,North Carolina,37077,1,0
3/22/2020,Guilford,North Carolina,37081,11,0
3/22/2020,Harnett,North Carolina,37085,8,0
3/22/2020,Henderson,North Carolina,37089,1,0
3/22/2020,Hoke,North Carolina,37093,1,0
3/22/2020,Iredell,North Carolina,37097,6,0
3/22/2020,Johnston,North Carolina,37101,3,0
3/22/2020,Lee,North Carolina,37105,1,0
3/22/2020,Lincoln,North Carolina,37109,1,0
3/22/2020,Mecklenburg,North Carolina,37119,66,0
3/22/2020,Moore,North Carolina,37125,2,0
3/22/2020,Nash,North Carolina,37127,1,0
3/22/2020,New Hanover,North Carolina,37129,3,0
3/22/2020,Onslow,North Carolina,37133,1,0
3/22/2020,Orange,North Carolina,37135,5,0
3/22/2020,Pasquotank,North Carolina,37139,1,0
3/22/2020,Pitt,North Carolina,37147,3,0
3/22/2020,Robeson,North Carolina,37155,1,0
3/22/2020,Rowan,North Carolina,37159,2,0
3/22/2020,Sampson,North Carolina,37163,1,0
3/22/2020,Scotland,North Carolina,37165,1,0
3/22/2020,Stanly,North Carolina,37167,1,0
3/22/2020,Union,North Carolina,37179,9,0
3/22/2020,Wake,North Carolina,37183,49,0
3/22/2020,Watauga,North Carolina,37189,2,0
3/22/2020,Wayne,North Carolina,37191,1,0
3/22/2020,Wilson,North Carolina,37195,2,0
3/23/2020,Alamance,North Carolina,37001,3,0
3/23/2020,Brunswick,North Carolina,37019,5,0
3/23/2020,Buncombe,North Carolina,37021,1,0
3/23/2020,Cabarrus,North Carolina,37025,6,0
3/23/2020,Carteret,North Carolina,37031,4,0
3/23/2020,Catawba,North Carolina,37035,1,0
3/23/2020,Chatham,North Carolina,37037,3,0
3/23/2020,Cherokee,North Carolina,37039,4,0
3/23/2020,Craven,North Carolina,37049,2,0
3/23/2020,Cumberland,North Carolina,37051,2,0
3/23/2020,Davidson,North Carolina,37057,2,0
3/23/2020,Davie,North Carolina,37059,1,0
3/23/2020,Durham,North Carolina,37063,40,0
3/23/2020,Forsyth,North Carolina,37067,12,0
3/23/2020,Franklin,North Carolina,37069,4,0
3/23/2020,Gaston,North Carolina,37071,3,0
3/23/2020,Granville,North Carolina,37077,1,0
3/23/2020,Guilford,North Carolina,37081,11,0
3/23/2020,Harnett,North Carolina,37085,9,0
3/23/2020,Henderson,North Carolina,37089,1,0
3/23/2020,Hoke,North Carolina,37093,1,0
3/23/2020,Iredell,North Carolina,37097,6,0
3/23/2020,Johnston,North Carolina,37101,3,0
3/23/2020,Lee,North Carolina,37105,1,0
3/23/2020,Lincoln,North Carolina,37109,1,0
3/23/2020,Mecklenburg,North Carolina,37119,80,0
3/23/2020,Moore,North Carolina,37125,2,0
3/23/2020,Nash,North Carolina,37127,1,0
3/23/2020,New Hanover,North Carolina,37129,4,0
3/23/2020,Onslow,North Carolina,37133,1,0
3/23/2020,Orange,North Carolina,37135,6,0
3/23/2020,Pasquotank,North Carolina,37139,1,0
3/23/2020,Pitt,North Carolina,37147,3,0
3/23/2020,Robeson,North Carolina,37155,1,0
3/23/2020,Rowan,North Carolina,37159,2,0
3/23/2020,Sampson,North Carolina,37163,1,0
3/23/2020,Scotland,North Carolina,37165,1,0
3/23/2020,Stanly,North Carolina,37167,1,0
3/23/2020,Union,North Carolina,37179,12,0
3/23/2020,Vance,North Carolina,37181,1,0
3/23/2020,Wake,North Carolina,37183,52,0
3/23/2020,Watauga,North Carolina,37189,2,0
3/23/2020,Wayne,North Carolina,37191,1,0
3/23/2020,Wilson,North Carolina,37195,3,0
3/24/2020,Alamance,North Carolina,37001,3,0
3/24/2020,Brunswick,North Carolina,37019,8,0
3/24/2020,Buncombe,North Carolina,37021,5,0
3/24/2020,Cabarrus,North Carolina,37025,8,0
3/24/2020,Carteret,North Carolina,37031,4,0
3/24/2020,Catawba,North Carolina,37035,4,0
3/24/2020,Chatham,North Carolina,37037,3,0
3/24/2020,Cherokee,North Carolina,37039,4,0
3/24/2020,Craven,North Carolina,37049,2,0
3/24/2020,Cumberland,North Carolina,37051,2,0
3/24/2020,Davidson,North Carolina,37057,2,0
3/24/2020,Davie,North Carolina,37059,1,0
3/24/2020,Durham,North Carolina,37063,63,0
3/24/2020,Forsyth,North Carolina,37067,12,0
3/24/2020,Franklin,North Carolina,37069,5,0
3/24/2020,Gaston,North Carolina,37071,3,0
3/24/2020,Granville,North Carolina,37077,1,0
3/24/2020,Guilford,North Carolina,37081,16,0
3/24/2020,Harnett,North Carolina,37085,9,0
3/24/2020,Henderson,North Carolina,37089,2,0
3/24/2020,Hoke,North Carolina,37093,2,0
3/24/2020,Iredell,North Carolina,37097,9,0
3/24/2020,Johnston,North Carolina,37101,4,0
3/24/2020,Lee,North Carolina,37105,1,0
3/24/2020,Lincoln,North Carolina,37109,1,0
3/24/2020,Mecklenburg,North Carolina,37119,104,0
3/24/2020,Montgomery,North Carolina,37123,1,0
3/24/2020,Moore,North Carolina,37125,2,0
3/24/2020,Nash,North Carolina,37127,1,0
3/24/2020,New Hanover,North Carolina,37129,7,0
3/24/2020,Onslow,North Carolina,37133,3,0
3/24/2020,Orange,North Carolina,37135,11,0
3/24/2020,Pasquotank,North Carolina,37139,1,0
3/24/2020,Pitt,North Carolina,37147,5,0
3/24/2020,Randolph,North Carolina,37151,2,0
3/24/2020,Robeson,North Carolina,37155,1,0
3/24/2020,Rowan,North Carolina,37159,5,0
3/24/2020,Sampson,North Carolina,37163,1,0
3/24/2020,Scotland,North Carolina,37165,1,0
3/24/2020,Stanly,North Carolina,37167,1,0
3/24/2020,Transylvania,North Carolina,37175,1,0
3/24/2020,Union,North Carolina,37179,13,0
3/24/2020,Vance,North Carolina,37181,2,0
3/24/2020,Wake,North Carolina,37183,54,0
3/24/2020,Watauga,North Carolina,37189,2,0
3/24/2020,Wayne,North Carolina,37191,2,0
3/24/2020,Wilson,North Carolina,37195,3,0
3/25/2020,Alamance,North Carolina,37001,3,0
3/25/2020,Bertie,North Carolina,37015,2,0
3/25/2020,Brunswick,North Carolina,37019,10,0
3/25/2020,Buncombe,North Carolina,37021,12,0
3/25/2020,Burke,North Carolina,37023,2,0
3/25/2020,Cabarrus,North Carolina,37025,12,1
3/25/2020,Caldwell,North Carolina,37027,1,0
3/25/2020,Carteret,North Carolina,37031,5,0
3/25/2020,Catawba,North Carolina,37035,4,0
3/25/2020,Chatham,North Carolina,37037,6,0
3/25/2020,Cherokee,North Carolina,37039,4,0
3/25/2020,Cleveland,North Carolina,37045,1,0
3/25/2020,Craven,North Carolina,37049,3,0
3/25/2020,Cumberland,North Carolina,37051,5,0
3/25/2020,Davidson,North Carolina,37057,2,0
3/25/2020,Davie,North Carolina,37059,1,0
3/25/2020,Duplin,North Carolina,37061,1,0
3/25/2020,Durham,North Carolina,37063,74,0
3/25/2020,Forsyth,North Carolina,37067,17,0
3/25/2020,Franklin,North Carolina,37069,5,0
3/25/2020,Gaston,North Carolina,37071,5,0
3/25/2020,Granville,North Carolina,37077,1,0
3/25/2020,Guilford,North Carolina,37081,22,0
3/25/2020,Harnett,North Carolina,37085,10,0
3/25/2020,Henderson,North Carolina,37089,2,0
3/25/2020,Hertford,North Carolina,37091,1,0
3/25/2020,Hoke,North Carolina,37093,2,0
3/25/2020,Iredell,North Carolina,37097,11,0
3/25/2020,Johnston,North Carolina,37101,8,0
3/25/2020,Lee,North Carolina,37105,1,0
3/25/2020,Lenoir,North Carolina,37107,1,0
3/25/2020,Lincoln,North Carolina,37109,1,0
3/25/2020,McDowell,North Carolina,37111,2,0
3/25/2020,Mecklenburg,North Carolina,37119,170,0
3/25/2020,Montgomery,North Carolina,37123,1,0
3/25/2020,Moore,North Carolina,37125,2,0
3/25/2020,Nash,North Carolina,37127,2,0
3/25/2020,New Hanover,North Carolina,37129,9,0
3/25/2020,Northampton,North Carolina,37131,1,0
3/25/2020,Onslow,North Carolina,37133,3,0
3/25/2020,Orange,North Carolina,37135,13,0
3/25/2020,Pasquotank,North Carolina,37139,1,0
3/25/2020,Pitt,North Carolina,37147,6,0
3/25/2020,Randolph,North Carolina,37151,3,0
3/25/2020,Robeson,North Carolina,37155,2,0
3/25/2020,Rowan,North Carolina,37159,6,0
3/25/2020,Sampson,North Carolina,37163,1,0
3/25/2020,Scotland,North Carolina,37165,1,0
3/25/2020,Stanly,North Carolina,37167,1,0
3/25/2020,Transylvania,North Carolina,37175,2,0
3/25/2020,Union,North Carolina,37179,16,0
3/25/2020,Vance,North Carolina,37181,2,0
3/25/2020,Wake,North Carolina,37183,73,0
3/25/2020,Watauga,North Carolina,37189,3,0
3/25/2020,Wayne,North Carolina,37191,2,0
3/25/2020,Wilson,North Carolina,37195,5,0
3/26/2020,Alamance,North Carolina,37001,4,0
3/26/2020,Beaufort,North Carolina,37013,2,0
3/26/2020,Bertie,North Carolina,37015,3,0
3/26/2020,Brunswick,North Carolina,37019,11,0
3/26/2020,Buncombe,North Carolina,37021,15,0
3/26/2020,Burke,North Carolina,37023,2,0
3/26/2020,Cabarrus,North Carolina,37025,16,1
3/26/2020,Caldwell,North Carolina,37027,3,0
3/26/2020,Carteret,North Carolina,37031,5,0
3/26/2020,Catawba,North Carolina,37035,4,0
3/26/2020,Chatham,North Carolina,37037,9,0
3/26/2020,Cherokee,North Carolina,37039,4,0
3/26/2020,Cleveland,North Carolina,37045,2,0
3/26/2020,Craven,North Carolina,37049,3,0
3/26/2020,Cumberland,North Carolina,37051,7,0
3/26/2020,Davidson,North Carolina,37057,3,0
3/26/2020,Davie,North Carolina,37059,1,0
3/26/2020,Duplin,North Carolina,37061,1,0
3/26/2020,Durham,North Carolina,37063,75,0
3/26/2020,Forsyth,North Carolina,37067,17,0
3/26/2020,Franklin,North Carolina,37069,5,0
3/26/2020,Gaston,North Carolina,37071,7,0
3/26/2020,Granville,North Carolina,37077,1,0
3/26/2020,Guilford,North Carolina,37081,24,0
3/26/2020,Harnett,North Carolina,37085,11,1
3/26/2020,Henderson,North Carolina,37089,4,0
3/26/2020,Hertford,North Carolina,37091,2,0
3/26/2020,Hoke,North Carolina,37093,2,0
3/26/2020,Iredell,North Carolina,37097,13,0
3/26/2020,Johnston,North Carolina,37101,9,0
3/26/2020,Lee,North Carolina,37105,1,0
3/26/2020,Lenoir,North Carolina,37107,3,0
3/26/2020,Lincoln,North Carolina,37109,1,0
3/26/2020,McDowell,North Carolina,37111,2,0
3/26/2020,Mecklenburg,North Carolina,37119,181,0
3/26/2020,Montgomery,North Carolina,37123,3,0
3/26/2020,Moore,North Carolina,37125,2,0
3/26/2020,Nash,North Carolina,37127,2,0
3/26/2020,New Hanover,North Carolina,37129,11,0
3/26/2020,Northampton,North Carolina,37131,3,0
3/26/2020,Onslow,North Carolina,37133,4,0
3/26/2020,Orange,North Carolina,37135,16,0
3/26/2020,Pasquotank,North Carolina,37139,1,0
3/26/2020,Pitt,North Carolina,37147,8,0
3/26/2020,Randolph,North Carolina,37151,3,0
3/26/2020,Robeson,North Carolina,37155,2,0
3/26/2020,Rowan,North Carolina,37159,6,0
3/26/2020,Sampson,North Carolina,37163,1,0
3/26/2020,Scotland,North Carolina,37165,1,0
3/26/2020,Stanly,North Carolina,37167,1,0
3/26/2020,Transylvania,North Carolina,37175,2,0
3/26/2020,Union,North Carolina,37179,24,0
3/26/2020,Vance,North Carolina,37181,2,0
3/26/2020,Wake,North Carolina,37183,83,0
3/26/2020,Watauga,North Carolina,37189,3,0
3/26/2020,Wayne,North Carolina,37191,1,0
3/26/2020,Wilson,North Carolina,37195,7,0
3/27/2020,Alamance,North Carolina,37001,5,0
3/27/2020,Beaufort,North Carolina,37013,3,0
3/27/2020,Bertie,North Carolina,37015,3,0
3/27/2020,Brunswick,North Carolina,37019,11,0
3/27/2020,Buncombe,North Carolina,37021,15,0
3/27/2020,Burke,North Carolina,37023,2,0
3/27/2020,Cabarrus,North Carolina,37025,21,1
3/27/2020,Caldwell,North Carolina,37027,3,0
3/27/2020,Carteret,North Carolina,37031,5,0
3/27/2020,Catawba,North Carolina,37035,7,0
3/27/2020,Chatham,North Carolina,37037,11,0
3/27/2020,Cherokee,North Carolina,37039,4,0
3/27/2020,Cleveland,North Carolina,37045,2,0
3/27/2020,Craven,North Carolina,37049,3,0
3/27/2020,Cumberland,North Carolina,37051,8,0
3/27/2020,Davidson,North Carolina,37057,4,0
3/27/2020,Davie,North Carolina,37059,2,0
3/27/2020,Duplin,North Carolina,37061,1,0
3/27/2020,Durham,North Carolina,37063,83,0
3/27/2020,Forsyth,North Carolina,37067,17,0
3/27/2020,Franklin,North Carolina,37069,5,0
3/27/2020,Gaston,North Carolina,37071,9,0
3/27/2020,Granville,North Carolina,37077,3,0
3/27/2020,Greene,North Carolina,37079,3,0
3/27/2020,Guilford,North Carolina,37081,31,0
3/27/2020,Harnett,North Carolina,37085,11,1
3/27/2020,Henderson,North Carolina,37089,6,0
3/27/2020,Hertford,North Carolina,37091,2,0
3/27/2020,Hoke,North Carolina,37093,2,0
3/27/2020,Iredell,North Carolina,37097,15,0
3/27/2020,Johnston,North Carolina,37101,9,1
3/27/2020,Lee,North Carolina,37105,2,0
3/27/2020,Lenoir,North Carolina,37107,3,0
3/27/2020,Lincoln,North Carolina,37109,1,0
3/27/2020,McDowell,North Carolina,37111,3,0
3/27/2020,Mecklenburg,North Carolina,37119,218,0
3/27/2020,Montgomery,North Carolina,37123,3,0
3/27/2020,Moore,North Carolina,37125,2,0
3/27/2020,Nash,North Carolina,37127,2,0
3/27/2020,New Hanover,North Carolina,37129,13,0
3/27/2020,Northampton,North Carolina,37131,3,0
3/27/2020,Onslow,North Carolina,37133,4,0
3/27/2020,Orange,North Carolina,37135,24,0
3/27/2020,Pasquotank,North Carolina,37139,1,0
3/27/2020,Person,North Carolina,37145,1,0
3/27/2020,Pitt,North Carolina,37147,10,0
3/27/2020,Randolph,North Carolina,37151,5,0
3/27/2020,Robeson,North Carolina,37155,2,0
3/27/2020,Rowan,North Carolina,37159,10,0
3/27/2020,Sampson,North Carolina,37163,1,0
3/27/2020,Scotland,North Carolina,37165,1,0
3/27/2020,Stanly,North Carolina,37167,2,0
3/27/2020,Surry,North Carolina,37171,1,0
3/27/2020,Transylvania,North Carolina,37175,2,0
3/27/2020,Union,North Carolina,37179,27,0
3/27/2020,Vance,North Carolina,37181,2,0
3/27/2020,Wake,North Carolina,37183,121,0
3/27/2020,Watauga,North Carolina,37189,4,0
3/27/2020,Wayne,North Carolina,37191,3,0
3/27/2020,Wilson,North Carolina,37195,7,0
3/28/2020,Alamance,North Carolina,37001,5,0
3/28/2020,Beaufort,North Carolina,37013,3,0
3/28/2020,Bertie,North Carolina,37015,3,0
3/28/2020,Brunswick,North Carolina,37019,12,0
3/28/2020,Buncombe,North Carolina,37021,17,0
3/28/2020,Burke,North Carolina,37023,2,0
3/28/2020,Cabarrus,North Carolina,37025,23,1
3/28/2020,Caldwell,North Carolina,37027,3,0
3/28/2020,Carteret,North Carolina,37031,6,0
3/28/2020,Catawba,North Carolina,37035,10,0
3/28/2020,Chatham,North Carolina,37037,12,0
3/28/2020,Cherokee,North Carolina,37039,4,0
3/28/2020,Cleveland,North Carolina,37045,3,0
3/28/2020,Craven,North Carolina,37049,4,0
3/28/2020,Cumberland,North Carolina,37051,10,0
3/28/2020,Davidson,North Carolina,37057,14,0
3/28/2020,Davie,North Carolina,37059,4,0
3/28/2020,Duplin,North Carolina,37061,1,0
3/28/2020,Durham,North Carolina,37063,101,0
3/28/2020,Edgecombe,North Carolina,37065,1,0
3/28/2020,Forsyth,North Carolina,37067,24,0
3/28/2020,Franklin,North Carolina,37069,5,0
3/28/2020,Gaston,North Carolina,37071,16,0
3/28/2020,Granville,North Carolina,37077,4,0
3/28/2020,Greene,North Carolina,37079,3,0
3/28/2020,Guilford,North Carolina,37081,34,0
3/28/2020,Harnett,North Carolina,37085,13,1
3/28/2020,Henderson,North Carolina,37089,9,0
3/28/2020,Hertford,North Carolina,37091,2,0
3/28/2020,Hoke,North Carolina,37093,3,0
3/28/2020,Iredell,North Carolina,37097,18,0
3/28/2020,Johnston,North Carolina,37101,9,1
3/28/2020,Lee,North Carolina,37105,2,0
3/28/2020,Lenoir,North Carolina,37107,3,0
3/28/2020,Lincoln,North Carolina,37109,1,0
3/28/2020,McDowell,North Carolina,37111,3,0
3/28/2020,Mecklenburg,North Carolina,37119,299,0
3/28/2020,Montgomery,North Carolina,37123,3,0
3/28/2020,Moore,North Carolina,37125,3,0
3/28/2020,Nash,North Carolina,37127,2,0
3/28/2020,New Hanover,North Carolina,37129,18,0
3/28/2020,Northampton,North Carolina,37131,4,0
3/28/2020,Onslow,North Carolina,37133,4,0
3/28/2020,Orange,North Carolina,37135,27,0
3/28/2020,Pasquotank,North Carolina,37139,1,0
3/28/2020,Perquimans,North Carolina,37143,1,0
3/28/2020,Person,North Carolina,37145,1,0
3/28/2020,Pitt,North Carolina,37147,13,0
3/28/2020,Polk,North Carolina,37149,2,0
3/28/2020,Randolph,North Carolina,37151,9,0
3/28/2020,Robeson,North Carolina,37155,2,0
3/28/2020,Rowan,North Carolina,37159,14,1
3/28/2020,Sampson,North Carolina,37163,1,0
3/28/2020,Scotland,North Carolina,37165,1,0
3/28/2020,Stanly,North Carolina,37167,2,0
3/28/2020,Surry,North Carolina,37171,1,0
3/28/2020,Transylvania,North Carolina,37175,3,0
3/28/2020,Union,North Carolina,37179,30,0
3/28/2020,Vance,North Carolina,37181,3,0
3/28/2020,Wake,North Carolina,37183,124,0
